event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Jonathan Goulet,Jay Hieron,win,loss,TKO,Doctor Stoppage,Jon Schorle,3,01:05
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",8,Chuck Liddell,Jeremy Horn,win,loss,TKO,Retirement, John McCarthy,4, 2:46
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",7,Tim Sylvia,Tra Telligman,win,loss,KO,Head Kick,Mario Yamasaki,1,04:59
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",6,Randy Couture,Mike Van Arsdale,win,loss,Submission,Anaconda Choke,Herb Dean,3,00:52
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,Diego Sanchez,Brian Gassaway,win,loss,TKO,Submission to Punches,Steve Mazzagatti,2,01:56
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Georges St. Pierre,Frank Trigg,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,04:09
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",3,Matt Lindland,Joe Doerksen,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",2,Trevor Prangley,Travis Lutter,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC 54 - Boiling Point,Ultimate Fighting Championship (UFC),2005-08-20,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",1,James Irvin,Terry Martin,win,loss,KO,Flying Knee,Steve Mazzagatti,2,00:09
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",8,Nate Marquardt,Ivan Salaverry,win,loss,Decision,Unanimous, John McCarthy,3, 5:00
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",7,Chris Leben,Patrick Cote,win,loss,Decision,Split,Herb Dean,3,05:00
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",6,Stephan Bonnar,Sam Hoger,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",5,Nate Quarry,Pete Sell,win,loss,TKO,Punch,Cecil Peoples,1,00:42
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",4,Josh Koscheck,Pete Spratt,win,loss,Submission,Rear-Naked Choke,Steve Mazzagatti,1,01:53
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",3,Mike Swick,Gideon Ray,win,loss,TKO,Punches,Herb Dean,1,00:22
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",2,Kenny Florian,Alex Karalexis,win,loss,TKO,Doctor Stoppage,Cecil Peoples,2,02:52
UFC Fight Night 1 - Marquardt vs. Salaverry,Ultimate Fighting Championship (UFC),2005-08-06,"Cox Pavillion, Las Vegas, Nevada, United States",1,Drew Fickett,Josh Neer,win,loss,Submission,Rear-Naked Choke,Steve Mazzagatti,1,01:35
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",8,Andrei Arlovski,Justin Eilers,win,loss,TKO,Punches, John McCarthy,1, 4:10
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",7,Karo Parisyan,Matt Serra,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",6,Rich Franklin,Evan Tanner,win,loss,TKO,Doctor Stoppage,Herb Dean,4,03:25
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",5,Forrest Griffin,Bill Mahood,win,loss,Submission,Rear-Naked Choke,Herb Dean,1,02:18
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",4,Paul Buentello,Kevin Jordan,win,loss,Submission,Guillotine Choke,John McCarthy,1,04:00
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",3,Nate Quarry,Shonie Carter,win,loss,TKO,Punches,Mario Yamasaki,1,02:37
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",2,David Loiseau,Charles McCarthy,win,loss,TKO,Spinning Back Kick,John McCarthy,2,02:10
UFC 53 - Heavy Hitters,Ultimate Fighting Championship (UFC),2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",1,Nick Diaz,Koji Oishi,win,loss,KO,Punches,Mario Yamasaki,1,01:24
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",8,Chuck Liddell,Randy Couture,win,loss,KO,Punches, John McCarthy,1, 2:06
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",7,Renato Sobral,Travis Wiuff,win,loss,Submission,Armbar,Herb Dean,2,00:24
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",6,Matt Hughes,Frank Trigg,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,04:05
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,Matt Lindland,Travis Lutter,win,loss,Submission,Guillotine Choke,Steve Mazzagatti,2,03:32
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Georges St. Pierre,Jason Miller,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",3,Ivan Salaverry,Joe Riggs,win,loss,Submission,Triangle Choke,Mario Yamasaki,1,02:42
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",2,Joe Doerksen,Patrick Cote,win,loss,Submission,Rear-Naked Choke,Herb Dean,3,02:35
UFC 52 - Couture vs. Liddell 2,Ultimate Fighting Championship (UFC),2005-04-16,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",1,Mike Van Arsdale,John Marsh,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",9,Rich Franklin,Ken Shamrock,win,loss,TKO,Punches, John McCarthy,1, 2:42
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",8,Forrest Griffin,Stephan Bonnar,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",7,Diego Sanchez,Kenny Florian,win,loss,TKO,Punches,Steve Mazzagatti,1,02:49
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",6,Sam Hoger,Bobby Southworth,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",5,Chris Leben,Jason Thacker,win,loss,TKO,Punches,Herb Dean,1,01:35
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",4,Josh Koscheck,Chris Sanford,win,loss,KO,Punch,Steve Mazzagatti,1,04:21
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",3,Nate Quarry,Lodune Sincaid,win,loss,TKO,Punches,John McCarthy,1,03:17
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",2,Mike Swick,Alex Schoenauer,win,loss,KO,Punch,Herb Dean,1,00:20
UFC - The Ultimate Fighter 1 Finale,Ultimate Fighting Championship (UFC),2005-04-09,"Cox Pavilion, Las Vegas, Nevada, United States",1,Alex Karalexis,Josh Rafferty,win,loss,TKO,Punches,Steve Mazzagatti,1,01:40
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",9,Tito Ortiz,Vitor Belfort,win,loss,Decision,Split, John McCarthy,3, 5:00
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Pete Sell,Phil Baroni,win,loss,Submission,Guillotine Choke,Mario Yamasaki,3,04:19
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Andrei Arlovski,Tim Sylvia,win,loss,Submission,Achilles Lock,John McCarthy,1,00:47
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Evan Tanner,David Terrell,win,loss,TKO,Punches,Herb Dean,1,04:35
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Paul Buentello,Justin Eilers,win,loss,KO,Punch,Steve Mazzagatti,1,03:34
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Mike Kyle,James Irvin,win,loss,KO,Punch,Herb Dean,1,01:55
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,David Loiseau,Gideon Ray,win,loss,TKO,Doctor Stoppage,Steve Mazzagatti,1,05:00
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Karo Parisyan,Chris Lytle,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 51 - Super Saturday,Ultimate Fighting Championship (UFC),2005-02-05,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Nick Diaz,Drew Fickett,win,loss,TKO,Punches,John McCarthy,1,04:40
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",7,Tito Ortiz,Patrick Cote,win,loss,Decision,Unanimous, John McCarthy,3, 5:00
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",6,Rich Franklin,Jorge Rivera,win,loss,Submission,Armbar,Mario Yamasaki,3,04:28
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",5,Matt Hughes,Georges St. Pierre,win,loss,Submission,Armbar,John McCarthy,1,04:59
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",4,Frank Trigg,Renato Verissimo,win,loss,TKO,Elbows,Herb Dean,2,02:11
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",3,Evan Tanner,Robbie Lawler,win,loss,Submission,Triangle Choke,John McCarthy,1,02:22
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",2,Ivan Salaverry,Tony Fryklund,win,loss,Submission,Body Lock,Herb Dean,1,01:36
UFC 50 - The War of '04,Ultimate Fighting Championship (UFC),2004-10-22,"Boardwalk Hall, Atlantic City, New Jersey, United States",1,Travis Lutter,Marvin Eastman,win,loss,KO,Punch,Mario Yamasaki,2,00:43
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",8,Randy Couture,Vitor Belfort,win,loss,TKO,Doctor Stoppage, John McCarthy,3, 5:00
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",7,Joe Riggs,Joe Doerksen,win,loss,TKO,Submission to Elbows,Steve Mazzagatti,2,03:39
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",6,Chuck Liddell,Vernon White,win,loss,KO,Punch,Mario Yamasaki,1,04:05
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,David Terrell,Matt Lindland,win,loss,KO,Punches,Herb Dean,1,00:24
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Justin Eilers,Mike Kyle,win,loss,KO,Punch,John McCarthy,1,01:14
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",3,Chris Lytle,Ronald Jhun,win,loss,Submission,Guillotine Choke,Herb Dean,2,01:17
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",2,Karo Parisyan,Nick Diaz,win,loss,Decision,Split,Mario Yamasaki,3,05:00
UFC 49 - Unfinished Business,Ultimate Fighting Championship (UFC),2004-08-21,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",1,Yves Edwards,Josh Thomson,win,loss,KO,Flying Head Kick and Punches,Steve Mazzagatti,1,04:32
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Ken Shamrock,Kimo Leopoldo,win,loss,KO,Knee, John McCarthy,1, 1:26
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Frank Trigg,Dennis Hallman,win,loss,TKO,Punches,Mario Yamasaki,1,04:15
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Frank Mir,Tim Sylvia,win,loss,Submission,Armbar,Herb Dean,1,00:50
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Matt Hughes,Renato Verissimo,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Evan Tanner,Phil Baroni,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Matt Serra,Ivan Menjivar,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Trevor Prangley,Curtis Stout,win,loss,Submission,Scarf Hold,Herb Dean,2,01:05
UFC 48 - Payback,Ultimate Fighting Championship (UFC),2004-06-19,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Georges St. Pierre,Jay Hieron,win,loss,TKO,Punches,Steve Mazzagatti,1,01:42
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Chuck Liddell,Tito Ortiz,win,loss,KO,Punches, John McCarthy,2, 0:38
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Chris Lytle,Tiki Ghosn,win,loss,Submission,Bulldog Choke,Mario Yamasaki,2,01:55
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Yves Edwards,Hermes Franca,win,loss,Decision,Split,Herb Dean,3,05:00
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Andrei Arlovski,Wesley Correira,win,loss,TKO,Punches,Mario Yamasaki,2,01:15
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Nick Diaz,Robbie Lawler,win,loss,KO,Punch,Steve Mazzagatti,2,01:31
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Mike Kyle,Wes Sims,win,loss,KO,Knee and Punches,John McCarthy,1,04:59
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Jonathan Wiezorek,Wade Shipp,win,loss,TKO,Punches,Herb Dean,1,04:40
UFC 47 - It's On,Ultimate Fighting Championship (UFC),2004-04-02,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Genki Sudo,Mike Thomas Brown,win,loss,Submission,Triangle Armbar,Steve Mazzagatti,1,03:31
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Vitor Belfort,Randy Couture,win,loss,TKO,Doctor Stoppage, John,1, 0:49
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,B.J. Penn,Matt Hughes,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,04:39
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Renato Verissimo,Carlos Newton,win,loss,Decision,Unanimous,Larry Landless,3,05:00
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Frank Mir,Wes Sims,win,loss,KO,Punches,John McCarthy,2,04:21
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Lee Murray,Jorge Rivera,win,loss,Submission,Triangle Armbar,Mario Yamasaki,1,01:45
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Georges St. Pierre,Karo Parisyan,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Josh Thomson,Hermes Franca,win,loss,Decision,Unanimous,Larry Landless,3,05:00
UFC 46 - Supernatural,Ultimate Fighting Championship (UFC),2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Matt Serra,Jeff Curran,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 45 - Revolution,Ultimate Fighting Championship (UFC),2003-11-21,"Mohegan Sun Arena, Uncasville, Conneticut, United States",8,Matt Hughes,Frank Trigg,win,loss,Submission,Rear-Naked Choke, John McCarthy,1, 3:54
UFC 45 - Revolution,Ultimate Fighting Championship (UFC),2003-11-21,"Mohegan Sun Arena, Uncasville, Conneticut, United States",7,Matt Lindland,Falaniko Vitale,win,loss,TKO,Punches,Larry Landless,3,04:23
UFC 45 - Revolution,Ultimate Fighting Championship (UFC),2003-11-21,"Mohegan Sun Arena, Uncasville, Conneticut, United States",6,Wesley Correira,David Abbott,win,loss,TKO,Doctor Stoppage,John McCarthy,1,02:14
UFC 45 - Revolution,Ultimate Fighting Championship (UFC),2003-11-21,"Mohegan Sun Arena, Uncasville, Conneticut, United States",5,Evan Tanner,Phil Baroni,win,loss,TKO,Punches and Elbows,Larry Landless,1,04:42
UFC 45 - Revolution,Ultimate Fighting Championship (UFC),2003-11-21,"Mohegan Sun Arena, Uncasville, Conneticut, United States",4,Robbie Lawler,Chris Lytle,win,loss,Decision,Unanimous,John McCarthy,3,05:00
