fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other,height(cm),weight(kg),win_percentage,bmi,submission_ratio,ko_ratio,decision_ratio
Justin Salas,J-Bomb,1982-03-13,39.0,,"Wheat Ridge, Colorado",United States,5.8,155,Grudge Training Center,Lightweight,12,4,3,5,0,7,4,3,0,0,176.784,70.30676,63.16,22.5,0.25,0.33,0.42
Steve Steinbeiss,The Hooligan,1981-05-05,40.0,,"Phoenix, Arizona",United States,6.3,186,Power Mma Team,Middleweight,9,3,6,0,0,4,0,1,3,0,192.024,84.368112,69.23,22.88,0.67,0.33,0.0
Jimmy Flick,The Brick,1990-09-07,30.0,,"Sand Springs, Oklahoma",United States,5.7,125,Thunderkick Fitness,Flyweight,16,0,14,2,0,5,4,0,1,0,173.73600000000002,56.699,76.19,18.78,0.88,0.0,0.12
John Lineker,Hands Of Stone,1990-06-12,31.0,,"Paranagua, Parana",Brazil,5.3,135,Ocs Jiu-Jitsu,Bantamweight,34,16,4,13,1,10,0,3,6,1,161.54399999999998,61.23492,77.27,23.46,0.12,0.47,0.38
Daniel Vizcaya,The Bulldog,1985-07-01,36.0,,"Lisle, Illinois",United States,6.0,185,Prime Muay Thai,Middleweight,10,2,6,2,0,4,0,3,1,0,182.88,83.91452,71.43,25.09,0.6,0.2,0.2
Blake Dufour,Du4,,,,"New Orleans, Louisiana",United States,5.1,136,None,Bantamweight,2,0,1,1,0,2,0,1,1,0,155.44799999999998,61.688512,50.0,25.53,0.5,0.0,0.5
Jay Silva,Da Spyda Killa,1981-05-25,40.0,,"Huntington Beach, California",United States,6.2,225,Mpf Training Systems,Heavyweight,12,6,3,3,0,13,4,0,9,0,188.976,102.0582,48.0,28.58,0.25,0.5,0.25
Rich De Los Reyes,,,,,,United States,0.0,145,Champions Gym,Featherweight,2,0,2,0,0,1,1,0,0,0,0.0,65.77083999999999,66.67,inf,1.0,0.0,0.0
Andy Enz,Tank Mode,1991-08-15,29.0,,"Anchorage, Alaska",United States,6.3,185,Gracie Barra Alaska,Middleweight,10,1,7,2,0,4,1,0,3,0,192.024,83.91452,71.43,22.76,0.7,0.1,0.2
Adrian Serrano,,1963-12-23,57.0,,"Milwaukee, Wisconsin",United States,5.8,175,Adrian Serrano Combat Sports Gym,Middleweight,56,14,31,8,3,32,12,13,4,3,176.784,79.3786,63.64,25.4,0.55,0.25,0.14
Chavous Smith,,,,,"Tulsa, Oklahoma",United States,5.1,135,Team Thunder Tulsa,Bantamweight,8,3,4,1,0,6,0,6,0,0,155.44799999999998,61.23492,57.14,25.34,0.5,0.38,0.12
Raoul Romero,Terminator,1968-11-27,52.0,,,Mexico,6.1,216,Reyes Kickboxing,Heavyweight,3,0,3,0,0,3,3,0,0,0,185.928,97.975872,50.0,28.34,1.0,0.0,0.0
Scott Mcafee,,1983-08-23,37.0,,"Fairbanks, Alaska",United States,5.8,155,Team Alpha Male,Lightweight,14,5,7,2,0,7,0,4,3,0,176.784,70.30676,66.67,22.5,0.5,0.36,0.14
Joe Pacheco,The Juggernaut,1985-02-19,36.0,,"Gastonia, North Carolina",United States,5.1,185,Renegade Fighting Systems,Middleweight,7,1,4,2,0,2,0,1,1,0,155.44799999999998,83.91452,77.78,34.73,0.57,0.14,0.29
Dustin Barca,,,,,Hawaii,United States,0.0,155,None,Lightweight,4,1,1,2,0,0,0,0,0,0,0.0,70.30676,100.0,inf,0.25,0.25,0.5
Jared Papazian,The Jackhammer,1988-02-01,33.0,,"West Hills, California",United States,5.8,135,Team Hayastan,Bantamweight,20,6,2,12,0,14,3,6,5,0,176.784,61.23492,58.82,19.59,0.1,0.3,0.6
Crafton Wallace,,1972-04-15,49.0,,"Naples, Florida",United States,6.0,184,Inferno Mma,Middleweight,18,8,9,1,0,6,2,3,1,0,182.88,83.460928,75.0,24.95,0.5,0.44,0.06
Abe Wagner,Hurricane,1980-03-04,41.0,,"Omaha, Nebraska",United States,6.4,256,Midamerica Martial Arts,Heavyweight,11,7,3,1,0,8,3,4,1,0,195.072,116.119552,57.89,30.52,0.27,0.64,0.09
Jason Graves,Reaper,,,,"Schaumburg, Illinois",United States,6.1,170,Uflacker Academy,Welterweight,3,0,3,0,0,4,1,3,0,0,185.928,77.11064,42.86,22.31,1.0,0.0,0.0
Fabricio Camoes,Morango,1978-12-23,42.0,,Rio De Janeiro,Brazil,5.9,155,Gracie Humaita,Lightweight,14,4,7,3,0,9,3,4,2,0,179.83200000000002,70.30676,60.87,21.74,0.5,0.29,0.21
Anthony Rocco Martin,,1989-12-11,31.0,,"Palos Heights, Illinois",United States,6.0,170,American Top Team,Welterweight,17,1,9,7,0,6,0,2,4,0,182.88,77.11064,73.91,23.06,0.53,0.06,0.41
Sako Chivitchyan,The Chainsaw,1984-03-11,37.0,,"Glendale, California",United States,0.0,156,Team Hayastan,Lightweight,8,1,5,2,0,1,0,0,1,0,0.0,70.760352,88.89,inf,0.62,0.12,0.25
Nick Denis,The Ninja Of Love,1983-10-11,37.0,,"Ottawa, Ontario",Canada,5.6,135,Ronin Mma,Bantamweight,11,10,1,0,0,3,1,2,0,0,170.688,61.23492,78.57,21.02,0.09,0.91,0.0
Mark Abelardo,Tyson,1991-10-18,29.0,,Auckland,New Zealand,5.5,135,Fairtex Pattaya,Bantamweight,20,12,3,5,0,8,2,1,5,0,167.64000000000001,61.23492,71.43,21.79,0.15,0.6,0.25
Brian Camozzi,The Mantis,1991-06-24,30.0,,"Parker, Colorado",United States,6.2,170,Factory X,Welterweight,7,3,4,0,0,5,2,1,2,0,188.976,77.11064,58.33,21.59,0.57,0.43,0.0
Albert Tumenov,Einstein,1991-12-26,29.0,,"Nalchik, Kabardino-Balkaria",Russia,5.11,170,American Top Team,Welterweight,22,14,0,8,0,4,0,2,2,0,155.7528,77.11064,84.62,31.79,0.0,0.64,0.36
Enrique Marin,Wasabi,1986-09-02,34.0,,"Seville, Andalusia",Spain,5.1,155,Sutemi Fight Academy,Lightweight,12,2,5,5,0,6,1,2,3,0,155.44799999999998,70.30676,66.67,29.1,0.42,0.17,0.42
Wallid Ismail,,1968-02-22,53.0,,Rio De Janeiro,Brazil,5.7,182,Brazil Dojo,Middleweight,9,3,4,2,0,3,1,0,2,0,173.73600000000002,82.553744,75.0,27.35,0.44,0.33,0.22
Jamie Faulding,5'8,,,,,England,0.0,146,Dmac,Featherweight,1,0,1,0,0,1,0,0,1,0,0.0,66.224432,50.0,inf,1.0,0.0,0.0
Leandro Silva,Buscape,1985-11-11,35.0,,"Sao Paulo, Sao Paulo",Brazil,5.9,155,American Top Team,Lightweight,25,3,10,12,0,9,0,0,9,0,179.83200000000002,70.30676,73.53,21.74,0.4,0.12,0.48
Matt Probin,Pretty Boy,1991-02-22,30.0,,"Lewiston, Maine",United States,5.9,145,Young'S Mma,Featherweight,2,1,0,1,0,1,0,1,0,0,179.83200000000002,65.77083999999999,66.67,20.34,0.0,0.5,0.5
Rogerio Bontorin,,1992-04-25,29.0,,"Adrianopolis, Parana",Brazil,5.5,135,Gile Ribeiro Team,Bantamweight,17,3,11,3,0,3,1,1,1,0,167.64000000000001,61.23492,85.0,21.79,0.65,0.18,0.18
Ryan Couture,,1982-08-27,38.0,,"Las Vegas, Nevada",United States,5.1,156,Xtreme Couture,Lightweight,12,1,6,5,0,6,3,1,2,0,155.44799999999998,70.760352,66.67,29.28,0.5,0.08,0.42
Alaa Mazloum,The Flash,1982-11-14,38.0,,Cairo,Egypt,5.8,155,Egyptian Top Team,Lightweight,1,1,0,0,0,1,0,1,0,0,176.784,70.30676,50.0,22.5,0.0,1.0,0.0
Ernest Chavez,The Mad Titan,1983-06-27,38.0,,"Tustin, California",United States,5.8,146,Total Mma Studios,Featherweight,10,5,0,5,0,2,1,1,0,0,176.784,66.224432,83.33,21.19,0.0,0.5,0.5
Brendan Schaub,Big Brown,1983-03-18,38.0,,"Aurora, Colorado",United States,6.4,238,Reign Mma,Heavyweight,10,7,1,2,0,5,4,0,1,0,195.072,107.954896,66.67,28.37,0.1,0.7,0.2
Joey Holt,The Hitman,1985-06-21,36.0,,"East Liverpool, Ohio",United States,5.9,155,Team Impact,Lightweight,9,5,3,1,0,3,0,1,2,0,179.83200000000002,70.30676,75.0,21.74,0.33,0.56,0.11
Alex Huddleston,The Shaved Gorilla,1986-08-11,35.0,,"Denver, Colorado",United States,6.7,254,K2L Grindhouse,Heavyweight,6,2,2,2,0,2,1,0,1,0,204.216,115.212368,75.0,27.63,0.33,0.33,0.33
John Hathaway,The Hitman,1987-07-01,34.0,,"Brighton, Sussex",England,6.2,170,London Shootfighters,Welterweight,17,6,3,8,0,2,1,0,1,0,188.976,77.11064,89.47,21.59,0.18,0.35,0.47
Amira Badr,,1987-01-05,34.0,,,Egypt,5.2,108,Egyptian Top Team,Strawweight,1,0,1,0,0,2,1,1,0,0,158.496,48.987936,33.33,19.5,1.0,0.0,0.0
Regivaldo Carvalho,Handstone,1994-01-19,27.0,,"Nova Brasilandia, Mato Grosso",Brazil,5.1,135,Teixeira Mma & Fitness,Bantamweight,5,3,2,0,0,3,1,2,0,0,155.44799999999998,61.23492,62.5,25.34,0.4,0.6,0.0
Ryan Jimmo,The Big Deal,1981-11-27,,2016-06-26,"Halifax, Nova Scotia",Canada,6.2,205,Power Mma Team,Light Heavyweight,19,8,2,9,0,5,2,1,2,0,188.976,92.98636,79.17,26.04,0.11,0.42,0.47
Rick Davis,,,,,"Las Vegas, Nevada",Usa,0.0,155,Las Vegas Combat Club,Lightweight,3,2,0,1,0,1,1,0,0,0,0.0,70.30676,75.0,inf,0.0,0.67,0.33
Livinha Souza,The Brazilian Gangster,1991-03-11,30.0,,"Araraquara, Sao Paulo",Brazil,5.4,115,Team Maximo,Strawweight,14,2,8,4,0,3,1,0,2,0,164.592,52.16308,82.35,19.26,0.57,0.14,0.29
Jeff Nader,Scary Nickname,,,,"Plymouth, Massachusetts",United States,5.11,185,Cape Cod Fighting Alliance,Middleweight,5,4,0,1,0,5,1,2,2,0,155.7528,83.91452,50.0,34.59,0.0,0.8,0.2
Rudy Bears,Bad News,1978-11-12,42.0,,"Raytown, Missouri",United States,5.11,169,Caveman Crew,Welterweight,16,5,8,3,0,15,5,8,2,0,155.7528,76.657048,51.61,31.6,0.5,0.31,0.19
Pat Audinwood,Awesomely Awesome,1986-04-16,35.0,,"Cortland, New York",United States,6.0,155,Team Bombsquad,Lightweight,11,0,6,5,0,2,0,1,1,0,182.88,70.30676,84.62,21.02,0.55,0.0,0.45
Neil Magny,The Haitian Sensation,1987-08-03,34.0,,"Dolton, Illinois",United States,6.3,170,Elevation Fight Team,Welterweight,25,7,3,15,0,8,2,4,2,0,192.024,77.11064,75.76,20.91,0.12,0.28,0.6
Jacob Ortiz,Kobe The Stunna,1981-07-03,40.0,,"Scottsdale, Arizona",United States,6.0,185,Power Mma Team,Middleweight,16,8,5,3,0,8,3,2,3,0,182.88,83.91452,66.67,25.09,0.31,0.5,0.19
Alexandre Pantoja,The Cannibal,1990-04-16,31.0,,"Arraial Do Cabo, Rio De Janeiro",Brazil,5.5,125,Nova Uniao,Flyweight,23,8,8,7,0,5,0,0,5,0,167.64000000000001,56.699,82.14,20.18,0.35,0.35,0.3
Behrang Yousefi,Brown Sugar,1987-09-17,33.0,,Bandar Abbas,Iran,6.0,145,Kamikaze Punishment,Featherweight,8,1,5,2,0,7,1,3,3,0,182.88,65.77083999999999,53.33,19.67,0.62,0.12,0.25
Samba Coulibaly,,1987-06-05,34.0,,Marseille,France,5.8,154,Atch Academy,Lightweight,11,1,6,4,0,5,1,1,3,0,176.784,69.853168,68.75,22.35,0.55,0.09,0.36
David Teymur,,1989-05-01,32.0,,Stockholm,Sweden,5.9,155,Allstars Training Center,Lightweight,8,4,0,4,0,2,0,1,1,0,179.83200000000002,70.30676,80.0,21.74,0.0,0.5,0.5
Phillipe Nover,Super,1984-02-03,37.0,,"Brooklyn, New York",United States,5.9,145,Team Renzo Gracie,Featherweight,11,1,5,5,0,8,1,0,7,0,179.83200000000002,65.77083999999999,57.89,20.34,0.45,0.09,0.45
David Shepherd,,1980-09-17,40.0,,"Grayling, Michigan",United States,6.0,155,Galer World Mma,Lightweight,5,0,5,0,0,4,2,1,1,0,182.88,70.30676,55.56,21.02,1.0,0.0,0.0
Lodune Sincaid,The Vanilla Gorilla,1973-05-07,,2019-04-07,"North Hollywood, California",United States,5.9,185,None,Middleweight,15,6,8,1,0,9,6,1,2,0,179.83200000000002,83.91452,62.5,25.95,0.53,0.4,0.07
Siala-Mou Siliga,Mighty Mo,1970-10-08,50.0,,"San Bernardino, California",United States,6.1,265,Aguirre'S Fighting System,Heavyweight,12,9,3,0,0,6,2,3,1,0,185.928,120.20188,66.67,34.77,0.25,0.75,0.0
Joseph Holmes,Ugly Man,,,,"Arlington, Texas",United States,6.4,185,Sfs Mma,Middleweight,4,1,3,0,0,1,0,0,1,0,195.072,83.91452,80.0,22.05,0.75,0.25,0.0
Gabriel Varga,,1985-05-16,36.0,,"Toronto, Ontario",Canada,5.1,145,Varga Bros. Martial Arts,Featherweight,1,1,0,0,0,1,0,0,1,0,155.44799999999998,65.77083999999999,50.0,27.22,0.0,1.0,0.0
Ednaldo Oliveira,Lula Molusco,1984-02-19,37.0,,"Salvador, Bahia",Brazil,6.7,205,Champion Team,Light Heavyweight,21,11,2,8,0,8,2,4,2,0,204.216,92.98636,72.41,22.3,0.1,0.52,0.38
Ye Bian,Fate Warrior,,,,,China,0.0,125,Benxi Shangwu Fight Club,Flyweight,2,1,0,1,0,2,2,0,0,0,0.0,56.699,50.0,inf,0.0,0.5,0.5
Chris Lokteff,Igor,1986-09-05,34.0,,"Brisbane, Queensland",Australia,6.1,248,Integrated Mma,Heavyweight,12,9,2,1,0,3,3,0,0,0,185.928,112.490816,80.0,32.54,0.17,0.75,0.08
Patrick Szombat,,,,,,Hungary,0.0,0,None,,1,0,1,0,0,4,2,1,1,0,0.0,0.0,20.0,,1.0,0.0,0.0
Dan Matala,,1991-03-06,30.0,,"Philadelphia, Pennsylvania",United States,6.0,145,Daddis Fight Camps,Featherweight,1,1,0,0,0,0,0,0,0,0,182.88,65.77083999999999,100.0,19.67,0.0,1.0,0.0
Mickael Lebout,Ragnar,1987-08-16,33.0,,Paris,France,5.11,155,Obyfight,Lightweight,20,2,8,10,0,11,2,0,9,0,155.7528,70.30676,64.52,28.98,0.4,0.1,0.5
Qingya Zhong,,1990-08-24,30.0,,Chengdu,China,0.0,135,Chengdu Bjj,Bantamweight,1,0,1,0,0,3,3,0,0,0,0.0,61.23492,25.0,inf,1.0,0.0,0.0
Vernon Lewis,,1984-01-10,37.0,,"Waco, Texas",United States,6.3,240,Relson Gracie Waco,Heavyweight,8,5,1,2,0,5,4,0,1,0,192.024,108.86207999999999,61.54,29.52,0.12,0.62,0.25
Ron Becker,Boy Wonder,1993-01-16,28.0,,Haifa,Israel,0.0,155,Sparta Mma,Lightweight,4,3,1,0,0,4,1,1,2,0,0.0,70.30676,50.0,inf,0.25,0.75,0.0
Alex Reyes,,1986-10-02,34.0,,"Hollywood, California",United States,5.11,155,Cage Combat Academy,Lightweight,13,9,4,0,0,3,2,0,1,0,155.7528,70.30676,81.25,28.98,0.31,0.69,0.0
Bryce Edminister,The Vice,1991-08-30,29.0,,"Layton, Utah",United States,5.8,145,Koa Kingdom,Featherweight,2,1,1,0,0,2,1,0,1,0,176.784,65.77083999999999,50.0,21.04,0.5,0.5,0.0
Matthew Paul,Monster,1989-11-04,31.0,,"Chicago, Illinois",United States,6.0,205,None,Light Heavyweight,3,1,2,0,0,3,1,2,0,0,182.88,92.98636,50.0,27.8,0.67,0.33,0.0
Bobby Hoffman,The Truth,1966-10-28,54.0,,"Bettendorf, Iowa",United States,6.2,245,Universal Grappling Academy,Heavyweight,36,23,6,7,0,10,4,2,4,0,188.976,111.13004,78.26,31.12,0.17,0.64,0.19
Morgan Solis,Barbie,1990-07-12,31.0,,"Oklahoma City, Oklahoma",United States,5.6,124,American Top Team Okc,Flyweight,3,2,1,0,0,2,0,2,0,0,170.688,56.245408,60.0,19.31,0.33,0.67,0.0
Marvin Eastman,The Beastman,1971-06-08,50.0,,"Las Vegas, Nevada",United States,5.9,207,J-Sect Mma,Heavyweight,18,7,1,10,0,15,7,2,6,0,179.83200000000002,93.893544,54.55,29.03,0.06,0.39,0.56
Jessica Eye,Evil,1986-07-27,35.0,,"Cleveland, Ohio",United States,5.6,126,Xtreme Couture,Flyweight,15,3,1,11,0,10,1,1,8,0,170.688,57.152592,60.0,19.62,0.07,0.2,0.73
Chris Daukaus,,1989-09-25,31.0,,"Philadelphia, Pennsylvania",United States,6.2,234,Team Balance,Heavyweight,11,10,0,1,0,3,2,1,0,0,188.976,106.140528,78.57,29.72,0.0,0.91,0.09
Alan Baudot,The Black Samourai,1988-02-01,33.0,,Lyon,France,6.3,246,Mma Factory,Heavyweight,8,7,0,0,1,4,3,0,0,1,192.024,111.583632,66.67,30.26,0.0,0.88,0.0
Vladyslav Parubchenko,,1993-03-26,28.0,,Nikolaev,Ukraine,5.8,145,Germes Kyiv,Featherweight,15,3,11,1,0,2,1,0,1,0,176.784,65.77083999999999,88.24,21.04,0.73,0.2,0.07
Carlos Newton,The Ronin,1976-08-17,44.0,,"Newmarket, Ontario",Canada,5.9,174,Warrior Mma Fight Team,Middleweight,16,2,10,4,0,14,5,2,7,0,179.83200000000002,78.925008,53.33,24.41,0.62,0.12,0.25
Dan Spohn,Dragon,1984-10-12,36.0,,"Zanesville, Ohio",United States,6.4,206,Cambridge Martial Arts,Light Heavyweight,18,7,5,6,0,8,1,2,5,0,195.072,93.439952,69.23,24.56,0.28,0.39,0.33
Maia Kahaunaele-Stevenson,,1982-03-19,39.0,,"Yucaipa, California",United States,5.4,115,Joe Stevenson'S Cobra Kai,Strawweight,6,3,2,1,0,5,1,2,2,0,164.592,52.16308,54.55,19.26,0.33,0.5,0.17
Sheila Padilla,,,,,"Woodlake, California",United States,5.1,105,Team Elite,Atomweight,3,0,1,2,0,2,2,0,0,0,155.44799999999998,47.627159999999996,60.0,19.71,0.33,0.0,0.67
Ricardo Ramos,Carcacinha,1995-08-01,26.0,,"Campinas, Sao Paulo",Brazil,5.9,145,Team Alpha Male,Featherweight,15,3,7,5,0,3,2,1,0,0,179.83200000000002,65.77083999999999,83.33,20.34,0.47,0.2,0.33
Shamil Nikaev,The Chechen Wolf,1995-06-16,26.0,,,Belgium,5.8,170,Fight Club Berkut,Welterweight,10,0,1,9,0,0,0,0,0,0,176.784,77.11064,100.0,24.67,0.1,0.0,0.9
Yohan Mulia Legowo,The Iceman,1980-11-27,40.0,,"Surakarta, Central Java",Indonesia,5.8,155,Synergy,Lightweight,8,3,5,0,0,9,5,3,1,0,176.784,70.30676,47.06,22.5,0.62,0.38,0.0
Nick Roehrick,,1987-07-06,34.0,,"Orlando, Florida",United States,6.3,205,Elevation Fight Team,Light Heavyweight,9,2,2,5,0,2,2,0,0,0,192.024,92.98636,81.82,25.22,0.22,0.22,0.56
Julia Budd,The Jewel,1983-07-04,38.0,,"Port Moody, British Columbia",Canada,5.8,145,Gibson Kickboxing & Pankration,Featherweight,15,6,1,8,0,3,2,1,0,0,176.784,65.77083999999999,83.33,21.04,0.07,0.4,0.53
Bradley Scott,Bear,1989-06-22,32.0,,"Melksham, Wiltshire",England,6.1,170,Dragons Lair Mma,Welterweight,11,5,5,1,0,6,1,1,4,0,185.928,77.11064,64.71,22.31,0.45,0.45,0.09
Joshua Montoya,The Destroya,1990-01-30,31.0,,"Santa Fe, New Mexico",United States,5.7,135,Luttrell-Yee Mma,Bantamweight,12,1,9,2,0,10,3,3,4,0,173.73600000000002,61.23492,54.55,20.29,0.75,0.08,0.17
Wayne Cole,,1971-01-06,50.0,,"Oklahoma City, Oklahoma",United States,6.1,185,None,Middleweight,16,7,8,1,0,24,15,8,1,0,185.928,83.91452,40.0,24.27,0.5,0.44,0.06
Riku  Shibuya,The Outsider,1985-04-04,36.0,,Tokyo,Japan,5.7,125,Wajutsu Keishukai Hearts,Flyweight,14,4,3,7,0,4,0,0,4,0,173.73600000000002,56.699,77.78,18.78,0.21,0.29,0.5
Matt Korro,,,,,,Malaysia,5.8,135,Nook Kok Supergame Muay Thai Gym,Bantamweight,0,0,0,0,0,1,0,1,0,0,176.784,61.23492,0.0,19.59,,,
Aaron Davis,,1977-01-27,44.0,,"Sulphur, Louisiana",United States,5.9,186,Sulphur Mma,Middleweight,8,1,4,3,0,7,3,4,0,0,179.83200000000002,84.368112,53.33,26.09,0.5,0.12,0.38
Brian Hall,The Law,1982-06-13,39.0,,"Memphis, Tennessee",United States,5.5,125,Memphis Judo & Jiu-Jitsu,Flyweight,9,4,4,1,0,4,2,0,2,0,167.64000000000001,56.699,69.23,20.18,0.44,0.44,0.11
Helen Harper,Hellraiser,1987-05-05,34.0,,,England,5.1,115,Andy Roberts Bjj,Strawweight,4,2,1,1,0,3,3,0,0,0,155.44799999999998,52.16308,57.14,21.59,0.25,0.5,0.25
Trevor Prangley,,1972-08-24,48.0,,"Cape Town, Western Cape",South Africa,6.0,205,American Kickboxing Academy,Light Heavyweight,34,9,13,12,0,11,5,3,3,0,182.88,92.98636,75.56,27.8,0.38,0.26,0.35
Justin Gonzales,J-Train,1991-04-28,30.0,,"Greeley, Colorado",United States,5.1,145,Top Notch Mma,Featherweight,12,4,1,7,0,0,0,0,0,0,155.44799999999998,65.77083999999999,100.0,27.22,0.08,0.33,0.58
Carmela James,,1994-04-19,27.0,,"Derby, Kansas",United States,0.0,111,Laselva Mma,Strawweight,0,0,0,0,0,4,1,1,2,0,0.0,50.348712,0.0,inf,,,
Micah Peatrowsky,,1988-11-26,32.0,,,United States,0.0,155,None,Lightweight,5,0,4,1,0,1,0,0,1,0,0.0,70.30676,83.33,inf,0.8,0.0,0.2
Masanori Kanehara,,1982-11-18,38.0,,"Tachikawa, Tokyo",Japan,5.7,145,Reversal Gym Tachikawa Alpha,Featherweight,27,9,11,7,0,13,5,4,4,0,173.73600000000002,65.77083999999999,67.5,21.79,0.41,0.33,0.26
Gilbert Smith,Chocolate Thunder,1981-10-19,39.0,,"Colorado Springs, Colorado",United States,5.9,170,Team Victory,Welterweight,13,1,8,4,0,6,0,1,5,0,179.83200000000002,77.11064,68.42,23.84,0.62,0.08,0.31
Dale Hartt,,,,,"Bangor, Maine",United States,5.1,155,Team Sityodtong,Lightweight,6,4,2,0,0,3,1,2,0,0,155.44799999999998,70.30676,66.67,29.1,0.33,0.67,0.0
Sidney Outlaw,Da Gun,1992-04-11,29.0,,"Telford, Pennsylvania",United States,5.8,155,Dante Rivera Bjj,Lightweight,16,1,8,7,0,4,2,1,1,0,176.784,70.30676,80.0,22.5,0.5,0.06,0.44
Jared Chaffee,,1984-12-15,36.0,,"Magnolia, Texas",United States,5.1,155,Gracie Barra Woodlands,Lightweight,5,1,2,2,0,2,1,1,0,0,155.44799999999998,70.30676,71.43,29.1,0.4,0.2,0.4
Lewis Long,The Foot,1989-04-10,32.0,,"Pontypridd, Rhondda Cynon Taf",Wales,5.1,170,The Mat Academy Wales,Welterweight,18,4,11,3,0,6,3,3,0,0,155.44799999999998,77.11064,75.0,31.91,0.61,0.22,0.17
T.J. Brown,Downtown,1990-05-20,31.0,,"Little Rock, Arkansas",United States,5.9,145,Glory Mma & Fitness,Featherweight,15,4,9,2,0,8,3,3,2,0,179.83200000000002,65.77083999999999,65.22,20.34,0.6,0.27,0.13
Jonathan Adams,Super Hero,,,,"San Jose, California",United States,5.7,125,None,Flyweight,0,0,0,0,0,1,1,0,0,0,173.73600000000002,56.699,0.0,18.78,,,
Frank Tate,Big,1976-04-22,45.0,,"Birmingham, Alabama",United States,6.2,243,None,Heavyweight,6,4,0,2,0,7,2,2,3,0,188.976,110.222856,46.15,30.86,0.0,0.67,0.33
Darion Abbey,,1993-02-25,28.0,,"Cedar Rapids, Iowa",United States,6.6,265,Down To Fight Mma,Heavyweight,2,2,0,0,0,3,2,1,0,0,201.16799999999998,120.20188,40.0,29.7,0.0,1.0,0.0
Charlie Valencia,,1974-10-31,46.0,,"Los Angeles, California",United States,5.3,135,Millennia Mma,Bantamweight,12,2,4,6,0,7,3,3,1,0,161.54399999999998,61.23492,63.16,23.46,0.33,0.17,0.5
Kevin Belingon,The Silencer,1987-10-30,33.0,,Manila,Philippines,5.5,145,Lakay Mma,Featherweight,20,8,3,9,0,7,1,4,2,0,167.64000000000001,65.77083999999999,74.07,23.4,0.15,0.4,0.45
Bill Albrecht,,,,,Oklahoma,United States,6.2,185,Luttrell-Yee Mma,Middleweight,23,2,19,2,0,16,6,8,2,0,188.976,83.91452,58.97,23.5,0.83,0.09,0.09
Hugo Lujan,,1989-06-27,32.0,,"Soledad, California",United States,6.0,155,Extreme Martial Arts And Fitness,Lightweight,3,1,0,2,0,6,1,1,4,0,182.88,70.30676,33.33,21.02,0.0,0.33,0.67
Honor Kelesh,The Hunter,,,,"Nalchik, Kabardino-Balkaria",Russia,0.0,155,None,Lightweight,4,1,3,0,0,1,0,0,1,0,0.0,70.30676,80.0,inf,0.75,0.25,0.0
Gadzhimurad Abdullaev,,,,,,Russia,6.1,170,Team Wildhearts,Welterweight,6,3,2,1,0,0,0,0,0,0,185.928,77.11064,100.0,22.31,0.33,0.5,0.17
Brooke Mayo,The Bully,1992-08-10,29.0,,"Pleasanton, California",United States,5.7,125,Team Alpha Male,Flyweight,0,0,0,0,0,3,1,0,2,0,173.73600000000002,56.699,0.0,18.78,,,
Rex Holman,,,,,"Columbus, Ohio",Usa,6.3,205,None,Light Heavyweight,4,3,1,0,0,2,1,1,0,0,192.024,92.98636,66.67,25.22,0.25,0.75,0.0
Justin Eilers,,1978-06-28,,2008-12-25,"Nampa, Idaho",United States,6.1,235,Miletich Martial Arts,Heavyweight,19,18,0,1,0,7,4,0,3,0,185.928,106.59412,73.08,30.83,0.0,0.95,0.05
Edgar Garcia,,1984-02-22,37.0,,"Yuma, Arizona",United States,5.1,170,Arizona Athletic Club,Welterweight,14,8,4,2,0,5,2,2,1,0,155.44799999999998,77.11064,73.68,31.91,0.29,0.57,0.14
Nad Narimani,Smiler,1987-04-14,34.0,,Bristol,England,5.8,150,Team Alpha Male,Lightweight,12,2,5,5,0,4,1,0,3,0,176.784,68.0388,75.0,21.77,0.42,0.17,0.42
Codie Shuffield,,1988-10-15,32.0,,"Water Valley, Mississippi",United States,5.9,170,Ironman Combat,Welterweight,9,2,6,1,0,3,1,2,0,0,179.83200000000002,77.11064,75.0,23.84,0.67,0.22,0.11
Makhmud Muradov,Mach,1990-02-08,31.0,,,Uzbekistan,6.2,185,Ankos Mma,Middleweight,25,17,3,5,0,6,1,3,2,0,188.976,83.91452,80.65,23.5,0.12,0.68,0.2
Zach Skinner,,,,,"Olympia, Washington",United States,5.6,135,Victory Athletics,Bantamweight,10,2,5,3,0,12,7,0,5,0,170.688,61.23492,45.45,21.02,0.5,0.2,0.3
Ahmad Qais Jasoor,,,,,Kabul,Afghanistan,5.6,143,None,Featherweight,5,2,2,1,0,2,1,1,0,0,170.688,64.863656,71.43,22.26,0.4,0.4,0.2
Ivan Castillo,Choko,1990-07-21,31.0,,"Ensenada, Baja California",Mexico,5.11,155,Team Blackxicans,Lightweight,19,8,5,6,0,13,5,5,3,0,155.7528,70.30676,59.38,28.98,0.26,0.42,0.32
Ryan Scope,Big Baby,1992-09-03,28.0,,"Sunderland, Tyne And Wear",England,5.1,155,Sunderland Fight Pit,Lightweight,10,4,4,2,0,4,2,1,1,0,155.44799999999998,70.30676,71.43,29.1,0.4,0.4,0.2
